typeorm-findMany,typeorm-findMany-filter-paginate-order,typeorm-findMany-1-level-nesting,typeorm-findFirst,typeorm-findFirst-1-level-nesting,typeorm-findUnique,typeorm-findUnique-1-level-nesting,typeorm-create,typeorm-nested-create,typeorm-update,typeorm-nested-update,typeorm-upsert,typeorm-nested-upsert,typeorm-delete
65.20521700009704,75.19220400042832,2137.4120109993964,4.612266999669373,9.745485999621451,3.800001999363303,9.871468000113964,34.06836700066924,27.332206999883056,6.6362290000543,17.5632020002231,16.278124000877142,22.90223199967295,7.128891000524163
97.5507620004937,86.32810800056905,1436.796601000242,63.28515599947423,9.565754000097513,3.3364399997517467,9.261382999829948,11.383536000736058,19.67490299977362,4.341074999421835,13.24352699983865,38.635342999361455,21.155671999789774,7.131510999985039
43.17926999926567,6.179066000506282,1407.6128030000255,3.8424019999802113,8.952651999890804,3.856071999296546,10.20915799960494,47.62903399951756,25.114845000207424,4.918227999471128,14.755044000223279,17.432021000422537,19.616004000417888,9.465974000282586
106.61001499928534,76.85609399992973,1833.4876150004566,3.4469200000166893,62.32830000016838,3.282378999516368,8.32557800039649,14.598065000027418,27.08657499961555,6.069834999740124,12.607072999700904,12.394250999204814,27.44360899925232,8.454079000279307
103.21626500040293,84.90559000056237,1728.2245910000056,5.066558999940753,8.907530999742448,3.417569000273943,52.623283999972045,9.781395999714732,18.808889999985695,5.4072900004684925,16.921847000718117,11.45382499974221,47.39663300011307,6.475447000004351
45.5587830003351,8.333537999540567,1612.2433960000053,3.69249099958688,63.07153300009668,3.4630800001323223,8.721530999988317,16.33334399946034,19.219890999607742,5.543291999958456,13.17591599933803,34.543430000543594,19.056389999575913,6.638067999854684
68.23797299992293,5.178239000029862,2098.8508789995685,4.0226730005815625,9.934137000702322,3.5501800002530217,12.55562200024724,12.416753000579774,42.635555000044405,5.222430000081658,15.040955999866128,15.548480000346899,28.273331999778748,9.569124999456108
130.18732799962163,4.687148000113666,2206.574261999689,7.5725039998069406,15.033356999978423,3.9378030002117157,9.206253999844193,11.664436999708414,34.59339000005275,4.726137000136077,13.299777999520302,12.569403000175953,19.513142000883818,6.558527000248432
177.8501960001886,4.495644999668002,1717.118867999874,3.7272520000115037,10.408590000122786,3.5786210000514984,9.417342999950051,57.92374399956316,23.94677700009197,5.009378999471664,14.425344000570476,14.659135000780225,38.26943999994546,9.168021999299526
56.14435499999672,4.430525000207126,1715.4617849998176,5.3375809993594885,70.94434900023043,3.961352000012994,9.365703000687063,18.66139900032431,18.653126999735832,5.005989000201225,13.888170000165701,31.812332999892533,19.054518999531865,6.764119000174105
72.57134899962693,4.655667000450194,1916.96006700024,3.6050110002979636,9.56281500030309,3.301429000683129,54.8974170004949,11.900728999637067,27.248767000623047,6.5402089999988675,24.285579999908805,15.193897999823093,20.007234999909997,6.269505999982357
104.35707200039178,4.133363000117242,1906.8819519998506,2.5053439997136593,6.155605999752879,2.462694000452757,6.8266389993950725,8.374168000184,47.328941999934614,4.133093999698758,10.35493899974972,8.930402000434697,11.983979000709951,10.624750999733806
