prisma-findMany,prisma-findMany-filter-paginate-order,prisma-findMany-1-level-nesting,prisma-findFirst,prisma-findFirst-1-level-nesting,prisma-findUnique,prisma-findUnique-1-level-nesting,prisma-create,prisma-nested-create,prisma-update,prisma-nested-update,prisma-upsert,prisma-nested-upsert,prisma-delete
113.99821299999985,9.5246360000001,2237.3807739999993,7.278293000001213,11.201415000001361,8.149938000000475,8.36161699999866,9.234622999998464,49.18087600000035,9.45377499999995,27.83809199999996,24.21693100000084,37.273416,10.97619399999894
101.61148999999932,80.77764899999966,1962.7469880000008,5.130309000000125,32.01706600000034,5.385540999999648,5.110759999999573,6.221346000002086,29.062309000000823,6.000324000000546,51.31216800000038,18.195384000002377,18.501077000000805,8.314539000002696
156.85921999999846,75.28746799999863,2058.029320999998,5.585133000000496,7.339612999996461,4.574556999999913,5.012289999998757,6.505887999999686,26.679863999997906,6.424148000001878,16.914978999997402,14.293572999999014,55.44375099999888,7.726454999999987
192.78731300000072,6.169875999999931,2033.5745889999998,6.874120000000403,24.63827400000082,4.845198000002711,5.302521000001434,7.9513760000008915,29.701413000002503,7.378203000000212,19.8375449999985,17.094139000000723,19.887566000001243,9.880966999997327
48.41359100000409,50.884665999998106,2066.8249329999962,6.790389000001596,24.319041999995534,5.635762999998406,4.211993999997503,5.611382000002777,24.20047099999647,6.25178600000072,14.542914000005112,49.818340000005264,12.507712999999058,7.043001000005461
95.86074700000609,7.705094999997527,1324.9442940000008,6.336506999999983,9.25770399999601,6.388816999999108,7.673315000000002,8.814841000006709,40.634257000005164,8.901643000004697,24.809236000000965,22.365899999997055,25.076915999998164,10.972423999999592
67.54378500000166,8.076287000003504,1835.6224690000017,7.073972000005597,13.278508000003058,7.805086000000301,7.344462000000931,8.824380999998539,42.234636000001046,9.182033999997657,25.775100999999268,21.707776999995986,25.092898000002606,10.033328999998048
170.76232699999673,7.767336000004434,2138.9521000000022,6.425927999996929,9.857887999998638,6.313255999993999,7.538754000001063,7.653286000000662,40.293884999999136,9.026042999998026,23.737979000004998,23.884509999996226,19.27956300000369,9.439234999998007
163.76556600000185,6.227477000000363,1850.7061560000002,5.691662999997789,8.906821999997192,24.375719999996363,5.715313000000606,6.369757000000391,28.826837000000523,7.155430999999226,51.412115999999514,16.473925999998755,14.6924050000016,9.047241000000213
122.93885099999898,9.73645700000634,1836.215473999997,9.491095000004862,27.65411000000313,9.253693000006024,10.617431999999098,12.361482000007527,52.247090999997454,10.122138999999152,34.8473520000116,29.39252999999735,29.023317999992287,12.13678999998956
162.34972800000105,12.82686499999545,2127.6469829999987,6.82434999999532,9.618065999995451,5.885124000007636,6.53938799999014,7.9635269999998854,36.72156399999221,8.406038999994053,32.00029599999834,21.351924000002327,22.25970999999845,9.345123999999487
