typeorm-findMany,typeorm-findMany-filter-paginate-order,typeorm-findMany-1-level-nesting,typeorm-findFirst,typeorm-findFirst-1-level-nesting,typeorm-findUnique,typeorm-findUnique-1-level-nesting,typeorm-create,typeorm-nested-create,typeorm-update,typeorm-nested-update,typeorm-upsert,typeorm-nested-upsert,typeorm-delete
12.589249999960884,46.98614199995063,78.8523999999743,2.598693000152707,6.4834970000665635,44.48413100000471,89.28237199992873,53.44800899992697,140.64233199995942,47.65253799990751,93.47535799979232,95.87513100006618,95.99035100010224,47.39887599996291
10.572793000144884,47.292714999988675,75.64056299999356,2.4729619999416173,6.667097999947146,2.196928999852389,52.22657800000161,50.18518100003712,139.35430100001395,45.20921500003897,93.9903349999804,96.58132499991916,99.2091009998694,4.915093000046909
7.833969000028446,3.6902220000047237,61.28621799987741,2.652322999900207,7.576256999978796,45.403207999886945,89.14632199984044,8.064530000090599,136.82308899983764,45.43731700000353,98.18470199988224,51.87230399996042,95.58421100000851,47.90664599998854
8.898603999987245,2.7891989999916404,66.44855099986307,2.3276250001508743,5.719639000017196,1.9544110000133514,50.19797999993898,48.508502000011504,96.18320399988443,2.7946190000511706,92.47676600003615,95.84979300014675,95.86553899990395,4.513027000008151
10.128247000044212,45.0310349999927,70.75970700010657,2.985082000028342,6.344217000063509,2.2815239999908954,49.27301899995655,49.667424000101164,139.9523460001219,45.03139500017278,94.77195099997334,95.08851099992171,56.1070020000916,47.694813000038266
5.167105000000447,45.65992200002074,60.58793899999,1.3833049999084324,4.411015999969095,43.99899400002323,46.15008699987084,4.315694999881089,50.345239999936894,1.8234190000221133,48.464182999916375,6.590169999981299,49.43855799990706,46.571086999960244
7.387235000031069,44.47102899989113,66.14039900014177,2.3319000001065433,6.1497639999724925,43.94284400017932,89.44365300005302,54.30133199994452,139.36384100001305,45.053234999999404,94.94977000006475,50.952576000010595,95.78338799998164,48.20075299986638
7.938850000035018,46.18741500005126,62.83451099996455,2.709254000103101,6.37020600005053,42.76188399991952,49.17269999999553,6.731988999992609,138.5559620000422,45.46891799988225,93.93720099981874,52.86470300005749,139.07227599993348,47.654755000025034
5.532807999989018,45.57794900005683,61.76564100012183,1.5837039998732507,4.885253000073135,42.30376000003889,89.99205700005405,47.95628899987787,92.52481999993324,45.79056999995373,93.27897600014694,92.08988699992187,51.40972900018096,45.22081600013189
7.319994000019506,47.61154600000009,64.08969999989495,2.4398609998170286,6.564017000142485,45.79003999987617,48.029420000035316,50.291755999904126,140.14898000005633,45.48034799983725,53.85852100001648,96.08165000006557,139.9610949999187,5.36726800003089
9.94150700001046,6.417966000037268,65.44988199998625,4.525739999953657,7.687067999970168,5.470517999958247,10.700933000072837,53.81910099997185,98.81551399989985,46.68596899998374,10.243890000041574,20.290377999888733,14.88418999989517,7.050021999981254
5.459287999896333,43.958743999945,61.646079999860376,2.2008189999032766,4.5267499999608845,42.150659000035375,48.044809999875724,3.9583850000053644,50.19104899978265,46.30571600003168,46.17332799988799,90.37675700010732,92.56488600000739,48.74108500010334
8.121961999917403,45.416655000066385,66.32392199989408,2.276460000080988,6.3772170001175255,43.619448999874294,89.98076299997047,48.51792300003581,137.01928300014697,2.8073050000239164,92.36973499995656,95.30786100006662,135.8338329999242,48.187509999843314
8.51563600008376,3.2891790000721812,65.7080559998285,2.5527429999783635,7.121103000128642,44.95191100006923,49.76533399987966,49.076088999863714,139.8513990000356,45.72955900011584,53.81140000000596,52.68754000007175,97.72293199994601,49.43251099996269
5.7527420001570135,45.83718999987468,63.20487399981357,1.787385999923572,5.889103000052273,43.418537999968976,89.91875300020911,47.67613500007428,135.941724000033,46.26852299994789,93.18510199990124,91.78350000013597,136.06770500005223,48.135809999890625
10.21334100002423,51.375739000039175,66.4556740000844,2.382311000023037,6.741639999905601,46.25505300005898,89.8075419999659,7.145814000163227,137.38225699984469,46.121312000090256,93.36907300003804,95.83695599995553,95.99515699991025,48.4375229999423
